Time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
1968257,4.27,0.66,-7.05,0.12,0.05,0.14
1968264,4.27,0.67,-7.05,0.11,0.02,0.17
1968271,4.27,0.67,-7.06,0.07,0.05,0.2
1968278,4.27,0.68,-7.05,0.05,0.02,0.24
1968285,4.27,0.68,-7.05,0.02,0.01,0.35
1968292,4.26,0.68,-7.04,-0.04,0.03,0.42
1968299,4.27,0.67,-7.04,-0.08,0.03,0.48
1968306,4.27,0.67,-7.04,-0.1,0.04,0.53
1968313,4.27,0.67,-7.04,-0.11,0.06,0.55
1968320,4.28,0.66,-7.04,-0.14,0.06,0.52
1968327,4.29,0.65,-7.03,-0.13,0.04,0.49
1968334,4.29,0.64,-7.03,-0.09,0.06,0.43
1968341,4.29,0.65,-7.03,-0.05,0.06,0.4
1968348,4.29,0.65,-7.03,0.02,0.06,0.39
1968355,4.29,0.65,-7.03,0.08,0.07,0.33
1968362,4.29,0.65,-7.03,0.12,0.05,0.32
1968369,4.28,0.65,-7.03,0.17,0.03,0.31
1968376,4.28,0.66,-7.03,0.17,0.03,0.26
1968383,4.28,0.66,-7.04,0.15,0.03,0.2
1968390,4.27,0.67,-7.03,0.18,0.05,0.2
1968397,4.28,0.67,-7.03,0.15,0.07,0.23
1968404,4.28,0.67,-7.04,0.11,0.06,0.26
1968411,4.27,0.67,-7.04,0.06,0.06,0.32
1968445,4.27,0.66,-7.03,-0.13,0.05,0.58
1968452,4.28,0.65,-7.03,-0.13,0.06,0.55
1968459,4.29,0.65,-7.03,-0.12,0.03,0.56
1968466,4.29,0.64,-7.02,-0.1,0.06,0.54
1968473,4.29,0.64,-7.03,-0.08,0.11,0.49
1968480,4.29,0.63,-7.03,-0.03,0.08,0.42
1968487,4.29,0.63,-7.02,0.04,0.08,0.33
1968494,4.29,0.63,-7.02,0.1,0.12,0.27
1968501,4.28,0.64,-7.03,0.11,0.09,0.26
1968508,4.28,0.65,-7.03,0.12,0.06,0.25
1968515,4.28,0.65,-7.03,0.15,0.07,0.18
1968522,4.27,0.65,-7.03,0.17,0.06,0.16
1968529,4.27,0.66,-7.03,0.12,0.06,0.21
1968536,4.27,0.66,-7.04,0.08,0.03,0.24
1968543,4.26,0.66,-7.04,0.02,0.03,0.3
1968550,4.26,0.66,-7.04,-0.01,0.06,0.39
1968557,4.27,0.66,-7.04,-0.09,0.05,0.44
1968564,4.27,0.67,-7.04,-0.13,0.07,0.45
1968571,4.27,0.66,-7.04,-0.14,0.03,0.46
1968578,4.27,0.65,-7.04,-0.11,0.06,0.52
1968585,4.27,0.65,-7.03,-0.13,0.04,0.53
1968592,4.27,0.64,-7.03,-0.12,0.03,0.5
1968599,4.27,0.63,-7.03,-0.1,0,0.44
1968606,4.28,0.63,-7.03,-0.04,0.03,0.39
1968613,4.28,0.62,-7.04,0.01,0.04,0.3
1968620,4.27,0.62,-7.03,0.04,0.04,0.25
1968627,4.28,0.63,-7.03,0.08,0.06,0.2
1968634,4.27,0.64,-7.04,0.16,0.08,0.19
1968641,4.27,0.64,-7.04,0.16,0.09,0.2
1968648,4.27,0.65,-7.05,0.15,0.08,0.17
1968655,4.27,0.65,-7.05,0.16,0.06,0.2
1968662,4.27,0.66,-7.05,0.16,0.04,0.24
1968669,4.26,0.67,-7.06,0.15,0.04,0.31
1968676,4.26,0.67,-7.06,0.08,0.06,0.33
1968683,4.26,0.67,-7.06,0.04,0,0.41
1968690,4.26,0.67,-7.06,-0.02,0.02,0.48
1968697,4.26,0.67,-7.05,-0.07,0,0.52
1968704,4.26,0.67,-7.05,-0.09,0,0.56
1968711,4.27,0.66,-7.05,-0.14,-0.01,0.55
1968718,4.27,0.65,-7.05,-0.16,0.04,0.53
1968725,4.27,0.65,-7.05,-0.15,0.08,0.52
1968732,4.27,0.64,-7.04,-0.13,0.09,0.5
1968739,4.28,0.63,-7.04,-0.08,0.07,0.44
1968746,4.27,0.63,-7.04,-0.04,0.06,0.39
1968753,4.27,0.63,-7.04,0.03,0.03,0.32
1968760,4.27,0.63,-7.04,0.05,0.02,0.26
1968767,4.27,0.64,-7.04,0.09,0.06,0.21
1968774,4.27,0.65,-7.04,0.14,0.05,0.17
1968781,4.27,0.66,-7.05,0.12,0.04,0.21
1968788,4.27,0.66,-7.05,0.11,0.03,0.2
1968795,4.27,0.66,-7.05,0.1,-0.01,0.22
1968802,4.27,0.67,-7.05,0.07,0,0.26
1968809,4.27,0.67,-7.06,0.04,-0.05,0.33
1968816,4.26,0.66,-7.05,-0.01,-0.03,0.36
1968823,4.26,0.67,-7.05,-0.05,-0.02,0.4
1968830,4.27,0.66,-7.05,-0.08,0,0.46
1968837,4.27,0.66,-7.05,-0.11,0.01,0.46
1968844,4.28,0.66,-7.04,-0.14,0,0.49
1968851,4.28,0.65,-7.04,-0.16,0.04,0.54
1968858,4.29,0.65,-7.04,-0.11,0.06,0.47
1968865,4.29,0.64,-7.03,-0.11,0.09,0.43
1968872,4.29,0.64,-7.03,-0.06,0.1,0.39
1968879,4.29,0.65,-7.04,-0.02,0.1,0.35
1968886,4.29,0.64,-7.04,0.05,0.09,0.29
1968893,4.28,0.65,-7.03,0.04,0.06,0.25
1968926,4.28,0.67,-7.05,0.11,0.06,0.23
1968933,4.28,0.67,-7.05,0.06,0.09,0.23
1968940,4.28,0.67,-7.05,0,0.08,0.26
1968947,4.27,0.67,-7.04,-0.05,0.07,0.36
1968954,4.27,0.66,-7.04,-0.05,0.05,0.41
1968961,4.28,0.66,-7.04,-0.12,0.01,0.46
1968968,4.28,0.66,-7.04,-0.12,0.01,0.49
1968975,4.28,0.66,-7.04,-0.16,0,0.54
1968982,4.29,0.66,-7.04,-0.16,-0.01,0.53
1968989,4.29,0.65,-7.03,-0.11,0,0.51
1968996,4.29,0.64,-7.03,-0.07,0.02,0.47
1969003,4.29,0.63,-7.03,-0.05,0.04,0.46
1969010,4.29,0.64,-7.03,-0.01,0.03,0.41
1969017,4.29,0.64,-7.03,0.06,0.06,0.35
1969024,4.29,0.64,-7.04,0.08,0.07,0.26
1969031,4.28,0.65,-7.04,0.1,0.09,0.23
1969038,4.28,0.65,-7.04,0.11,0.11,0.2
1969045,4.27,0.66,-7.03,0.14,0.1,0.19
1969052,4.27,0.66,-7.04,0.09,0.09,0.2
1969059,4.26,0.67,-7.03,0.06,0.05,0.23
1969066,4.27,0.67,-7.05,0.06,0.03,0.29
1969073,4.27,0.67,-7.04,0.03,0.04,0.33
1969080,4.28,0.67,-7.04,0,0.03,0.33
1969087,4.29,0.66,-7.04,-0.04,0.03,0.43
1969094,4.27,0.67,-7.04,-0.08,0,0.48
1969101,4.27,0.67,-7.03,-0.12,0.01,0.44
1969108,4.28,0.66,-7.03,-0.16,0,0.48
1969115,4.28,0.65,-7.03,-0.14,0.03,0.52
1969122,4.28,0.65,-7.03,-0.13,0.02,0.55
1969129,4.28,0.64,-7.04,-0.09,0.05,0.49
1969136,4.29,0.64,-7.04,-0.08,0.06,0.43
1969143,4.28,0.64,-7.03,0.02,0.06,0.38
1969150,4.28,0.64,-7.04,0.03,0.05,0.35
1969157,4.28,0.64,-7.03,0.08,0.06,0.27
1969164,4.28,0.65,-7.03,0.12,0.07,0.25
1969171,4.28,0.65,-7.03,0.12,0.06,0.23
1969178,4.27,0.66,-7.04,0.1,0.05,0.17
1969185,4.28,0.67,-7.05,0.09,0.06,0.19
1969192,4.28,0.67,-7.05,0.06,0.04,0.22
1969199,4.28,0.67,-7.06,0.06,0.01,0.24
1969206,4.27,0.68,-7.06,0.01,0.02,0.28
1969213,4.26,0.67,-7.06,-0.02,0.03,0.3
1969220,4.26,0.67,-7.06,-0.03,0.01,0.38
1969227,4.27,0.67,-7.05,-0.06,0,0.42
1969234,4.27,0.66,-7.05,-0.1,0,0.45
1969241,4.27,0.65,-7.05,-0.11,0.01,0.47
1969248,4.28,0.65,-7.05,-0.09,0,0.49
1969255,4.27,0.65,-7.04,-0.1,0.02,0.48
1969262,4.27,0.64,-7.04,-0.07,0.03,0.48
1969269,4.27,0.64,-7.04,-0.02,0.01,0.44
1969276,4.28,0.64,-7.03,0,0.01,0.39
1969283,4.28,0.64,-7.03,0.02,0.02,0.37
1969290,4.27,0.64,-7.03,0.06,-0.01,0.34
1969297,4.27,0.64,-7.04,0.09,0.04,0.31
1969304,4.27,0.65,-7.04,0.08,0.06,0.27
1969311,4.26,0.65,-7.05,0.08,0.09,0.21
1969318,4.26,0.65,-7.05,0.09,0.05,0.21
1969325,4.26,0.66,-7.05,0.08,0.02,0.17
1969332,4.26,0.66,-7.05,0.03,0.03,0.27
1969339,4.26,0.67,-7.05,0,0.03,0.3
1969346,4.26,0.67,-7.05,-0.02,0.03,0.36
1969353,4.27,0.66,-7.05,-0.05,0.03,0.4
1969360,4.28,0.66,-7.05,-0.08,0.01,0.42
1969367,4.28,0.66,-7.05,-0.11,-0.01,0.46
1969374,4.28,0.65,-7.04,-0.11,0,0.49
1969409,4.29,0.63,-7.03,0.02,0.05,0.39
1969416,4.29,0.63,-7.02,0.06,0.03,0.33
1969423,4.29,0.63,-7.02,0.11,0.03,0.29
1969430,4.28,0.64,-7.02,0.12,0.03,0.25
1969437,4.28,0.65,-7.03,0.11,0.05,0.26
1969444,4.27,0.65,-7.03,0.11,0.05,0.27
1969451,4.28,0.66,-7.04,0.06,0.03,0.24
1969458,4.28,0.66,-7.03,0.07,0.06,0.23
1969465,4.27,0.66,-7.03,0.02,0.11,0.29
1969472,4.26,0.67,-7.04,-0.02,0.09,0.36
1969479,4.27,0.66,-7.04,-0.02,0.04,0.42
1969486,4.27,0.66,-7.04,-0.05,0.04,0.44
1969493,4.26,0.66,-7.04,-0.08,0.03,0.5
1969500,4.27,0.66,-7.04,-0.07,0.03,0.51
1969507,4.28,0.65,-7.04,-0.04,0.02,0.52
1969514,4.28,0.65,-7.03,-0.06,0.02,0.51
1969521,4.28,0.64,-7.03,-0.03,0.01,0.48
1969528,4.28,0.64,-7.03,-0.02,0.05,0.46
1969535,4.28,0.65,-7.03,0.04,0.03,0.42
1969542,4.28,0.65,-7.03,0.06,0.05,0.39
1969549,4.29,0.64,-7.04,0.07,0.07,0.34
1969556,4.28,0.64,-7.04,0.1,0.09,0.26
1969563,4.28,0.65,-7.04,0.13,0.09,0.2
1969570,4.27,0.66,-7.04,0.13,0.07,0.22
1969577,4.27,0.66,-7.03,0.11,0.08,0.2
1969584,4.26,0.67,-7.04,0.11,0.08,0.19
1969591,4.27,0.67,-7.03,0.07,0.06,0.23
1969598,4.27,0.67,-7.04,0.05,0.06,0.26
1969605,4.26,0.67,-7.04,0.02,0.07,0.36
1969612,4.26,0.67,-7.05,-0.05,0.05,0.39
1969619,4.26,0.66,-7.05,-0.06,0.06,0.47
1969626,4.27,0.66,-7.05,-0.11,0.06,0.44
1969633,4.28,0.65,-7.05,-0.14,0.06,0.45
1969640,4.27,0.65,-7.04,-0.13,0.04,0.45
1969647,4.28,0.65,-7.03,-0.09,0.06,0.45
1969654,4.28,0.64,-7.04,-0.08,0.06,0.46
1969661,4.28,0.63,-7.04,-0.08,0.03,0.4
1969668,4.28,0.63,-7.04,-0.05,0.03,0.36
1969675,4.29,0.63,-7.04,-0.03,0.04,0.32
1969682,4.28,0.64,-7.03,0.02,0.06,0.3
1969689,4.29,0.64,-7.04,0.05,0.09,0.27
1969696,4.29,0.64,-7.04,0.05,0.07,0.26
1969703,4.28,0.64,-7.05,0.08,0.09,0.24
1969710,4.27,0.65,-7.05,0.07,0.09,0.23
1969717,4.27,0.65,-7.06,0.06,0.05,0.21
1969724,4.27,0.65,-7.06,0.08,0.03,0.21
1969731,4.26,0.66,-7.05,0.05,0.05,0.26
1969738,4.26,0.66,-7.05,0.01,0.04,0.3
1969745,4.26,0.66,-7.05,-0.04,0.04,0.34
1969752,4.27,0.66,-7.05,-0.06,0.03,0.36
1969760,4.27,0.65,-7.04,-0.1,0.03,0.46
1969767,4.27,0.65,-7.04,-0.11,0,0.46
1969774,4.28,0.66,-7.04,-0.11,-0.01,0.49
1969781,4.28,0.65,-7.04,-0.12,-0.01,0.49
1969788,4.29,0.65,-7.04,-0.12,-0.01,0.46
1969795,4.29,0.64,-7.04,-0.14,-0.02,0.42
1969802,4.29,0.64,-7.03,-0.11,0,0.41
1969809,4.29,0.64,-7.03,-0.07,0.05,0.36
1969816,4.29,0.64,-7.04,-0.01,0.06,0.32
1969823,4.28,0.64,-7.04,0.04,0.08,0.26
1969830,4.28,0.64,-7.04,0.06,0.09,0.25
1969837,4.28,0.65,-7.05,0.1,0.1,0.24
1969844,4.27,0.65,-7.04,0.13,0.09,0.2
1969851,4.27,0.65,-7.04,0.14,0.06,0.21
1969858,4.27,0.66,-7.04,0.13,0.05,0.25
1969865,4.27,0.66,-7.04,0.09,0.01,0.27
1969899,4.28,0.66,-7.03,-0.08,0,0.49
1969906,4.27,0.66,-7.03,-0.08,0,0.52
1969913,4.28,0.66,-7.03,-0.04,-0.01,0.46
1969920,4.28,0.65,-7.03,-0.02,-0.02,0.45
1969927,4.29,0.64,-7.03,0,-0.02,0.39
1969934,4.29,0.64,-7.03,0.03,-0.02,0.32
1969941,4.29,0.64,-7.03,0.06,0,0.28
1969948,4.29,0.64,-7.04,0.09,0.02,0.26
1969955,4.29,0.65,-7.04,0.11,0,0.27
1969962,4.29,0.65,-7.04,0.14,0,0.21
1969969,4.28,0.66,-7.04,0.12,0.03,0.18
1969976,4.28,0.66,-7.04,0.1,0.03,0.19
1969983,4.27,0.66,-7.04,0.08,0.02,0.19
1969990,4.27,0.67,-7.04,0.06,0.03,0.2
1969997,4.26,0.67,-7.04,0.05,0.03,0.27
1970004,4.26,0.67,-7.04,0.03,0.05,0.3
1970011,4.26,0.67,-7.04,-0.03,0.04,0.34
1970018,4.27,0.67,-7.04,-0.05,0.01,0.36
1970025,4.27,0.66,-7.04,-0.07,0,0.36
1970032,4.27,0.66,-7.04,-0.08,0.04,0.43
1970039,4.27,0.65,-7.03,-0.1,-0.01,0.43
1970046,4.27,0.65,-7.03,-0.13,-0.01,0.41
1970053,4.28,0.64,-7.03,-0.13,0.03,0.36
1970060,4.28,0.64,-7.03,-0.11,0.03,0.33
1970067,4.27,0.64,-7.03,-0.1,0,0.3
1970074,4.28,0.64,-7.04,-0.01,0.02,0.26
1970081,4.28,0.64,-7.04,0.01,0.03,0.23
1970088,4.27,0.64,-7.04,0.05,0.03,0.18
1970095,4.27,0.65,-7.04,0.07,0.06,0.14
1970102,4.27,0.65,-7.04,0.1,0.08,0.16
1970109,4.27,0.65,-7.04,0.11,0.09,0.19
1970116,4.27,0.65,-7.04,0.11,0.09,0.19
1970123,4.27,0.66,-7.04,0.08,0.11,0.26
1970130,4.27,0.66,-7.04,0.09,0.09,0.27
1970137,4.27,0.67,-7.04,0.06,0.06,0.29
1970144,4.27,0.67,-7.04,0.02,0.06,0.32
1970151,4.27,0.66,-7.04,-0.02,0.03,0.36
1970158,4.27,0.66,-7.04,-0.05,0.03,0.35
1970165,4.27,0.66,-7.04,-0.06,0.03,0.43
1970172,4.27,0.66,-7.03,-0.07,0.02,0.44
1970179,4.28,0.65,-7.03,-0.06,0.02,0.42
1970186,4.28,0.65,-7.03,-0.03,0.04,0.44
1970193,4.28,0.64,-7.03,-0.03,0.02,0.41
1970200,4.28,0.64,-7.03,-0.02,0.02,0.37
1970207,4.28,0.64,-7.03,0,0.01,0.32
1970214,4.28,0.65,-7.03,0.05,-0.01,0.26
1970221,4.28,0.65,-7.04,0.08,0,0.24
1970228,4.28,0.66,-7.03,0.08,0.04,0.22
1970235,4.29,0.66,-7.04,0.08,0.03,0.23
1970242,4.28,0.66,-7.04,0.08,0.06,0.23
1970249,4.28,0.66,-7.05,0.04,0.06,0.23
1970256,4.28,0.66,-7.05,0.04,0.06,0.24
1970263,4.28,0.66,-7.05,0.02,0.06,0.3
1970270,4.27,0.67,-7.05,-0.02,0.04,0.31
1970277,4.27,0.66,-7.05,-0.08,0.03,0.42
1970284,4.27,0.67,-7.05,-0.1,0.03,0.43
1970291,4.27,0.67,-7.05,-0.12,0,0.46
1970298,4.27,0.67,-7.05,-0.12,0,0.44
1970305,4.28,0.66,-7.05,-0.12,0.01,0.47
1970312,4.28,0.66,-7.05,-0.07,0,0.46
1970319,4.28,0.65,-7.05,-0.06,0,0.46
1970326,4.28,0.65,-7.05,-0.02,0.03,0.44
1970333,4.28,0.64,-7.04,0.01,0.03,0.38
1970340,4.27,0.64,-7.04,0.05,0.05,0.3
1970347,4.28,0.64,-7.04,0.07,0.03,0.27
1970381,4.27,0.66,-7.05,0.1,0.09,0.24
1970388,4.27,0.67,-7.05,0.05,0.05,0.23
1970395,4.27,0.67,-7.04,0,0.03,0.27
1970402,4.27,0.67,-7.04,-0.02,0,0.32
1970409,4.27,0.67,-7.04,-0.03,0,0.36
1970416,4.27,0.67,-7.03,-0.03,0,0.39
1970423,4.28,0.66,-7.04,-0.05,0.01,0.42
1970430,4.27,0.66,-7.04,-0.1,0.02,0.41
1970437,4.28,0.66,-7.04,-0.06,0.04,0.45
1970444,4.27,0.66,-7.04,-0.07,0.06,0.44
1970451,4.27,0.65,-7.04,-0.05,0.03,0.43
1970458,4.28,0.64,-7.04,-0.02,0.04,0.45
1970465,4.27,0.64,-7.04,0.02,0.05,0.4
1970472,4.28,0.64,-7.04,0.02,0.06,0.33
1970479,4.27,0.64,-7.04,0.05,0.05,0.3
1970486,4.27,0.63,-7.04,0.08,0.03,0.27
1970493,4.27,0.64,-7.04,0.1,0.06,0.25
1970500,4.26,0.65,-7.04,0.12,0.04,0.24
1970507,4.26,0.65,-7.04,0.08,0.03,0.21
1970514,4.26,0.66,-7.04,0.08,0.03,0.24
1970521,4.26,0.66,-7.04,0.04,0.03,0.25
1970528,4.25,0.66,-7.04,0.02,0.02,0.31
1970535,4.26,0.66,-7.05,0.01,0.01,0.36
1970542,4.27,0.66,-7.04,-0.02,0,0.39
1970549,4.27,0.66,-7.04,-0.07,0.01,0.42
1970556,4.27,0.66,-7.04,-0.08,0.01,0.46
1970563,4.28,0.66,-7.04,-0.09,0.03,0.44
1970570,4.28,0.66,-7.04,-0.09,0.03,0.46
1970577,4.28,0.66,-7.04,-0.08,0.04,0.44
1970584,4.28,0.65,-7.04,-0.07,0.02,0.42
1970591,4.29,0.65,-7.05,-0.04,0.03,0.38
1970598,4.28,0.64,-7.04,0.02,0.03,0.38
1970605,4.28,0.64,-7.03,0.07,0.02,0.32
1970612,4.28,0.64,-7.04,0.1,0.01,0.25
1970619,4.28,0.65,-7.04,0.08,0.01,0.23
1970626,4.27,0.65,-7.04,0.08,0.02,0.23
1970633,4.27,0.65,-7.04,0.08,0.03,0.2
1970640,4.27,0.66,-7.04,0.1,0.06,0.14
1970647,4.26,0.66,-7.04,0.08,0.03,0.17
1970654,4.27,0.66,-7.04,0.04,0.03,0.2
1970661,4.27,0.66,-7.04,0.02,0.06,0.27
1970668,4.27,0.67,-7.04,-0.02,0.03,0.33
1970675,4.27,0.66,-7.04,-0.08,0.06,0.37
1970682,4.27,0.66,-7.04,-0.11,0.07,0.43
1970689,4.27,0.66,-7.04,-0.12,0.02,0.46
1970696,4.27,0.65,-7.05,-0.11,0.01,0.45
1970703,4.27,0.65,-7.04,-0.11,0,0.47
1970710,4.28,0.64,-7.04,-0.11,0.02,0.47
1970717,4.28,0.65,-7.04,-0.14,0.03,0.42
1970724,4.28,0.64,-7.04,-0.09,0.06,0.39
1970731,4.28,0.64,-7.04,-0.07,0.07,0.38
1970738,4.28,0.64,-7.04,-0.05,0.06,0.36
1970745,4.28,0.65,-7.05,-0.01,0.06,0.32
1970752,4.27,0.65,-7.06,0.05,0.09,0.26
1970759,4.27,0.65,-7.05,0.1,0.09,0.26
1970766,4.27,0.66,-7.05,0.07,0.09,0.29
1970773,4.27,0.66,-7.05,0.07,0.06,0.26
1970780,4.26,0.66,-7.05,0.08,0.06,0.25
1970787,4.26,0.66,-7.05,0.05,0.03,0.29
1970794,4.26,0.66,-7.05,0.02,0.03,0.28
1970801,4.27,0.66,-7.04,0.01,0.03,0.31
1970808,4.26,0.66,-7.04,-0.02,0.03,0.36
1970815,4.27,0.66,-7.05,-0.05,0.01,0.39
1970822,4.27,0.66,-7.05,-0.07,0,0.36
1970829,4.27,0.66,-7.04,-0.08,0.03,0.44
1970836,4.27,0.65,-7.04,-0.07,0.06,0.43
1970870,4.29,0.64,-7.04,0,0.09,0.3
1970877,4.28,0.64,-7.04,0.02,0.1,0.26
1970884,4.28,0.65,-7.04,0.07,0.1,0.23
1970891,4.28,0.66,-7.04,0.05,0.07,0.24
1970898,4.27,0.66,-7.04,0.07,0.03,0.2
1970905,4.28,0.67,-7.04,0.07,0.02,0.21
1970912,4.28,0.67,-7.04,0.07,0.03,0.23
1970919,4.28,0.67,-7.03,0.06,0.02,0.27
1970926,4.27,0.68,-7.04,0.02,0.02,0.32
1970933,4.26,0.68,-7.04,-0.02,0.05,0.34
1970940,4.26,0.67,-7.04,-0.04,0.04,0.38
1970947,4.26,0.67,-7.05,-0.08,0.03,0.41
1970954,4.26,0.66,-7.05,-0.08,0.02,0.42
1970961,4.27,0.66,-7.05,-0.11,0,0.39
1970968,4.26,0.65,-7.05,-0.12,0.02,0.39
1970975,4.26,0.65,-7.05,-0.11,0.01,0.42
1970982,4.27,0.64,-7.05,-0.08,0.05,0.42
1970989,4.27,0.64,-7.04,-0.05,0.02,0.39
1970996,4.27,0.64,-7.04,-0.02,0,0.36
1971003,4.27,0.64,-7.04,-0.01,0.04,0.32
1971010,4.27,0.65,-7.03,0.02,0.04,0.28
1971017,4.27,0.65,-7.04,0.07,0.03,0.24
1971024,4.27,0.65,-7.04,0.06,0.04,0.23
1971031,4.26,0.65,-7.04,0.05,0.05,0.24
1971038,4.26,0.65,-7.05,0.03,0.03,0.24
1971045,4.25,0.66,-7.05,0.04,0.03,0.27
1971052,4.26,0.66,-7.05,0.01,0.05,0.33
1971059,4.26,0.66,-7.05,-0.04,0.03,0.3
1971066,4.26,0.66,-7.04,-0.04,0.03,0.29
1971073,4.27,0.65,-7.04,-0.04,0.02,0.36
1971080,4.27,0.65,-7.04,-0.07,-0.01,0.41
1971087,4.27,0.65,-7.04,-0.08,-0.03,0.46
1971094,4.27,0.65,-7.04,-0.09,-0.06,0.49
1971101,4.27,0.65,-7.04,-0.08,-0.06,0.51
1971108,4.27,0.65,-7.04,-0.09,-0.04,0.49
1971115,4.27,0.65,-7.04,-0.07,-0.01,0.44
1971122,4.27,0.64,-7.04,-0.04,0.01,0.38
1971129,4.28,0.64,-7.04,-0.02,0.01,0.35
1971136,4.28,0.64,-7.04,0.03,-0.01,0.34
1971143,4.28,0.64,-7.04,0.04,0,0.3
1971150,4.29,0.64,-7.04,0.05,0.01,0.24
1971157,4.28,0.64,-7.04,0.04,0.06,0.26
1971164,4.28,0.65,-7.04,0.06,0.02,0.23
1971171,4.27,0.65,-7.04,0.06,-0.01,0.2
1971178,4.27,0.66,-7.04,0.05,0.01,0.23
1971185,4.27,0.66,-7.05,0.02,0.02,0.26
1971192,4.27,0.66,-7.04,0,0.02,0.3
1971199,4.27,0.66,-7.05,-0.04,0.06,0.32
1971206,4.26,0.66,-7.05,-0.05,0.06,0.34
1971213,4.27,0.66,-7.05,-0.08,0.06,0.41
1971220,4.27,0.65,-7.05,-0.11,0.06,0.42
1971227,4.27,0.65,-7.04,-0.14,0.04,0.42
1971234,4.28,0.64,-7.04,-0.14,0.04,0.42
1971241,4.28,0.64,-7.04,-0.14,0.02,0.46
1971248,4.28,0.64,-7.04,-0.11,0.03,0.43
1971255,4.28,0.64,-7.04,-0.08,0,0.41
1971262,4.28,0.64,-7.04,-0.05,0,0.37
1971269,4.28,0.64,-7.04,0,0,0.31
1971276,4.28,0.64,-7.03,0.01,0.02,0.28
1971283,4.28,0.65,-7.03,0.05,0.02,0.25
1971290,4.28,0.65,-7.04,0.05,0.04,0.23
1971297,4.28,0.66,-7.05,0.08,0.06,0.23
1971304,4.29,0.66,-7.05,0.08,0.06,0.2
1971311,4.27,0.66,-7.05,0.04,0.06,0.24
1971318,4.27,0.67,-7.05,0.05,0.05,0.26
1971352,4.27,0.66,-7.04,-0.07,0.02,0.49
1971359,4.28,0.65,-7.05,-0.07,0,0.49
1971366,4.28,0.65,-7.05,-0.06,-0.02,0.48
1971373,4.28,0.64,-7.04,-0.06,-0.02,0.47
1971380,4.27,0.64,-7.04,-0.05,-0.02,0.43
1971387,4.28,0.64,-7.03,-0.04,0,0.37
1971394,4.28,0.64,-7.03,-0.02,0,0.38
1971401,4.27,0.63,-7.03,0.02,0.03,0.33
1971408,4.27,0.63,-7.03,0.03,0.01,0.26
1971415,4.27,0.63,-7.03,0.04,0.05,0.24
1971422,4.28,0.63,-7.03,-0.01,0.03,0.26
1971429,4.28,0.64,-7.04,0,0.02,0.24
1971436,4.27,0.65,-7.03,0.04,0,0.21
1971443,4.28,0.65,-7.04,0.05,-0.03,0.17
1971450,4.28,0.66,-7.04,0,-0.02,0.23
1971457,4.28,0.66,-7.04,-0.03,0,0.25
1971464,4.27,0.66,-7.05,-0.05,0.02,0.3
1971471,4.27,0.66,-7.05,-0.06,0.05,0.34
1971478,4.27,0.66,-7.05,-0.08,0.05,0.4
1971485,4.28,0.66,-7.05,-0.11,0.05,0.4
1971492,4.27,0.65,-7.05,-0.09,0.03,0.42
1971499,4.27,0.65,-7.05,-0.09,0.06,0.42
1971506,4.28,0.64,-7.05,-0.1,0.06,0.42
1971513,4.28,0.65,-7.05,-0.09,0.03,0.41
1971520,4.28,0.65,-7.04,-0.07,0.02,0.39
1971527,4.28,0.65,-7.03,-0.05,0.03,0.34
1971534,4.28,0.65,-7.03,-0.01,0.06,0.38
1971541,4.29,0.65,-7.03,0.02,0.06,0.38
1971548,4.29,0.65,-7.04,0.05,0.06,0.34
1971555,4.28,0.66,-7.04,0.08,0.06,0.31
1971562,4.28,0.65,-7.04,0.08,0.06,0.29
1971569,4.27,0.66,-7.04,0.09,0.06,0.27
1971576,4.27,0.66,-7.04,0.08,0.03,0.28
1971583,4.27,0.67,-7.04,0.09,-0.01,0.3
1971590,4.27,0.67,-7.04,0.05,0.03,0.34
1971597,4.27,0.67,-7.04,0.02,0.06,0.36
1971604,4.27,0.66,-7.05,-0.02,0.03,0.36
1971611,4.28,0.66,-7.05,-0.02,0.03,0.37
1971618,4.28,0.66,-7.04,-0.01,0.02,0.42
1971625,4.27,0.66,-7.04,0.01,0.03,0.42
1971632,4.28,0.66,-7.05,-0.02,0.02,0.42
1971639,4.28,0.65,-7.04,-0.03,0.01,0.39
1971646,4.28,0.64,-7.04,-0.04,0.04,0.4
1971653,4.28,0.65,-7.04,-0.04,0.03,0.33
1971660,4.28,0.65,-7.04,-0.02,0,0.31
1971667,4.29,0.65,-7.04,0,0.03,0.27
1971674,4.28,0.66,-7.04,-0.01,0.03,0.28
1971681,4.28,0.66,-7.04,0.02,0.05,0.28
1971688,4.28,0.66,-7.04,0.05,0.05,0.28
1971695,4.28,0.67,-7.04,0.04,0.03,0.3
1971702,4.28,0.67,-7.04,0.02,0,0.29
1971709,4.28,0.67,-7.04,0.02,0.03,0.27
1971716,4.28,0.67,-7.05,0.03,0,0.3
1971723,4.28,0.67,-7.05,0,0.01,0.31
1971730,4.28,0.67,-7.04,-0.02,0.04,0.35
1971737,4.27,0.67,-7.04,-0.04,0.06,0.39
1971744,4.28,0.66,-7.04,-0.05,0.06,0.41
1971751,4.28,0.66,-7.03,-0.03,0.06,0.46
1971758,4.28,0.65,-7.03,-0.06,0.01,0.49
1971765,4.28,0.66,-7.03,-0.05,0.01,0.49
1971772,4.29,0.66,-7.03,-0.03,0,0.46
