# Simulation 1 (Up to date)
# 459 data points written for 22 variables.
# Simulation warnings:
#   No recovery device defined in the simulation.
#   Large angle of attack encountered (180).
#   Stage began to tumble under thrust.
#   Flight Event occurred after landing:  Ejection charge
#
# Time (s),Total velocity (m/s),Angle of attack (°),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CG location (cm),Stability margin calibers (​),Thrust (N),Pitch moment coefficient (​),Yaw moment coefficient (​),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Simulation time step (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
1.109,21.589,170.777,-1875.276,-0.166,161.316,82.158,5.833e-4,4.71e-5,24.262,-1.319,15.225,0.631,-1.991e-4,6,28.274,-66.937,-8.558e-4,1.916,14.893,1011.32,0.003
1.112,21.327,175.392,-1870.606,-0.325,161.27,82.112,5.832e-4,4.71e-5,24.261,-1.42,15.217,0.232,2.017e-4,6,28.274,-71.619,-0.004,1.922,14.893,1011.314,0.003
1.114,21.066,179.956,1869.178,-34.197,161.224,82.066,5.832e-4,4.709e-5,24.26,-1.56,15.21,-0.006,5.388e-5,6,28.274,-76.293,-0.009,1.927,14.892,1011.308,0.003
1.117,20.807,175.26,1865.438,-0.323,161.178,82.02,5.831e-4,4.709e-5,24.26,-1.416,15.203,-0.806,-3e-4,6,28.274,-80.963,-0.018,1.932,14.892,1011.302,0.003
1.119,20.55,170.536,1851.824,-0.163,161.132,81.974,5.83e-4,4.708e-5,24.259,-1.314,15.196,-1.875,3.928e-4,6,28.274,-85.612,-0.048,1.937,14.892,1011.297,0.003
1.122,20.298,165.811,1826.526,-0.116,161.086,81.928,5.83e-4,4.708e-5,24.259,-1.239,15.189,-3.194,1.064e-4,6,28.274,-89.788,-178.793,1.942,14.891,1011.291,0.003
1.124,20.05,161.118,1787.853,-0.088,161.04,81.882,5.829e-4,4.707e-5,24.258,-1.182,15.182,-4.729,1.114e-4,6,28.274,-85.267,-179.937,1.948,14.891,1011.285,0.003
1.127,19.807,156.493,1734.652,-0.066,160.994,81.836,5.828e-4,4.707e-5,24.257,-1.138,15.175,-6.433,-3.408e-4,6,28.274,-80.861,-179.963,1.953,14.891,1011.28,0.003
1.129,19.572,151.969,1669.731,-0.059,160.948,81.79,5.827e-4,4.706e-5,24.257,-1.103,15.168,-7.066,3.75e-4,6,28.274,-76.604,-179.972,1.958,14.891,1011.274,0.003
1.132,19.344,147.562,1605.355,-0.048,160.902,81.744,5.827e-4,4.706e-5,24.256,-1.075,15.16,-7.262,2.066e-4,6,28.274,-72.509,-179.977,1.963,14.89,1011.269,0.003
1.134,19.123,143.276,1540.274,-0.049,160.857,81.699,5.826e-4,4.705e-5,24.256,-1.052,15.153,-7.446,2.607e-5,6,28.274,-68.577,-179.979,1.968,14.89,1011.264,0.003
1.137,18.911,139.11,1475.252,-0.043,160.811,81.653,5.825e-4,4.705e-5,24.255,-1.034,15.146,-7.618,2.331e-4,6,28.274,-64.808,-179.981,1.974,14.89,1011.259,0.003
1.139,18.707,135.064,1410.428,-0.037,160.765,81.607,5.825e-4,4.704e-5,24.255,-1.019,15.139,-7.771,-4.326e-5,6,28.274,-61.201,-179.983,1.979,14.889,1011.253,0.003
1.142,18.513,131.14,1345.966,-0.038,160.719,81.561,5.824e-4,4.704e-5,24.254,-1.006,15.132,-7.903,-2.97e-4,6,28.274,-57.756,-179.984,1.984,14.889,1011.248,0.003
1.144,18.329,127.336,1282.014,-0.036,160.673,81.515,5.823e-4,4.703e-5,24.253,-0.996,15.125,-8.01,-4.523e-4,6,28.274,-54.471,-179.985,1.989,14.889,1011.243,0.003
1.147,18.155,123.653,1218.74,-0.033,160.627,81.469,5.822e-4,4.703e-5,24.253,-0.987,15.118,-8.093,2.194e-4,6,28.274,-51.345,-179.985,1.995,14.889,1011.238,0.003
1.149,17.991,120.089,1156.3,-0.037,160.581,81.423,5.822e-4,4.702e-5,24.252,-0.98,15.111,-8.148,-3.269e-4,6,28.274,-48.376,-179.986,2,14.888,1011.234,0.003
1.152,17.838,116.64,1094.819,-0.035,160.535,81.377,5.821e-4,4.702e-5,24.252,-0.974,15.103,-8.178,7.298e-8,6,28.274,-45.563,-179.986,2.003,14.888,1011.229,0.003
1.154,17.697,113.308,1034.45,-0.036,160.489,81.331,5.82e-4,4.702e-5,24.251,-0.971,15.096,-8.149,-2.276e-4,6,28.274,-42.901,-179.987,2.006,14.888,1011.224,0.003
1.157,17.567,110.091,975.691,-0.036,160.443,81.285,5.82e-4,4.701e-5,24.25,-0.97,15.089,-8.074,1.701e-4,6,28.274,-40.389,-179.987,2.009,14.887,1011.22,0.003
1.159,17.449,106.989,918.543,-0.032,160.397,81.239,5.819e-4,4.701e-5,24.25,-0.97,15.082,-7.979,4.881e-4,6,28.274,-38.021,-179.988,2.012,14.887,1011.215,0.003
1.162,17.343,104,863.052,-0.037,160.351,81.193,5.818e-4,4.7e-5,24.249,-0.97,15.075,-7.867,-1.296e-4,6,28.274,-35.795,-179.988,2.015,14.887,1011.21,0.003
1.164,17.25,101.123,809.221,-0.038,160.305,81.147,5.817e-4,4.7e-5,24.249,-0.97,15.068,-7.74,3.701e-4,6,28.274,-33.705,-179.988,2.018,14.887,1011.206,0.003
1.167,17.168,98.356,757.029,-0.036,160.26,81.102,5.817e-4,4.699e-5,24.248,-0.971,15.061,-7.604,-3.177e-4,6,28.274,-31.747,-179.988,2.021,14.886,1011.202,0.003
1.169,17.098,95.698,706.433,-0.038,160.214,81.056,5.816e-4,4.699e-5,24.248,-0.972,15.054,-7.459,1.469e-4,6,28.274,-29.918,-179.989,2.024,14.886,1011.197,0.003
1.172,17.039,93.147,657.388,-0.038,160.168,81.01,5.815e-4,4.698e-5,24.247,-0.974,15.046,-7.308,-1.3e-4,6,28.274,-28.214,-179.989,2.027,14.886,1011.193,0.003
1.174,16.991,90.702,609.829,-0.036,160.122,80.964,5.815e-4,4.698e-5,24.246,-0.975,15.039,-7.155,6.201e-5,6,28.274,-26.63,-179.989,2.03,14.886,1011.189,0.003
1.177,16.954,88.363,563.681,-0.036,160.076,80.918,5.814e-4,4.697e-5,24.246,-0.976,15.032,-7,-6.24e-5,6,28.274,-25.163,-179.989,2.033,14.886,1011.184,0.003
1.179,16.926,86.127,518.883,-0.033,160.03,80.872,5.813e-4,4.697e-5,24.245,-0.978,15.025,-6.847,-2.216e-4,6,28.274,-23.81,-179.99,2.036,14.885,1011.18,0.003
1.182,16.909,83.995,475.334,-0.034,159.984,80.826,5.812e-4,4.696e-5,24.245,-0.979,15.018,-6.696,3.727e-6,6,28.274,-22.568,-179.99,2.039,14.885,1011.176,0.003
1.184,16.901,81.964,432.966,-0.033,159.938,80.78,5.812e-4,4.696e-5,24.244,-0.981,15.011,-6.548,3.48e-4,6,28.274,-21.433,-179.99,2.042,14.885,1011.172,0.003
1.187,16.902,80.034,391.68,-0.038,159.892,80.734,5.811e-4,4.695e-5,24.243,-0.982,15.004,-6.406,4.923e-4,6,28.274,-20.402,-179.99,2.045,14.885,1011.168,0.003
1.189,16.911,78.204,351.397,-0.034,159.846,80.688,5.81e-4,4.695e-5,24.243,-0.984,14.996,-6.269,-2.519e-4,6,28.274,-19.473,-179.99,2.047,14.884,1011.164,0.003
1.192,16.928,76.473,312.026,-0.036,159.8,80.642,5.81e-4,4.694e-5,24.242,-0.985,14.989,-6.14,-3.604e-4,6,28.274,-18.644,-179.99,2.05,14.884,1011.16,0.003
1.194,16.953,74.84,273.478,-0.034,159.754,80.596,5.809e-4,4.694e-5,24.242,-0.987,14.982,-6.019,4.843e-4,6,28.274,-17.913,-179.99,2.053,14.884,1011.156,0.003
1.197,16.984,73.304,235.672,-0.035,159.708,80.551,5.808e-4,4.693e-5,24.241,-0.988,14.975,-5.905,3.176e-4,6,28.274,-17.276,-179.991,2.056,14.884,1011.153,0.003
1.199,17.021,71.865,198.511,-0.033,159.663,80.505,5.807e-4,4.693e-5,24.24,-0.989,14.968,-5.801,-2.4e-4,6,28.274,-16.734,-179.991,2.059,14.884,1011.149,0.003
1.202,17.065,70.509,161.911,-0.034,159.617,80.459,5.807e-4,4.692e-5,24.24,-0.99,14.961,-5.707,-3.257e-4,6,28.274,-16.283,-179.991,2.058,14.883,1011.145,0.003
1.204,17.114,69.243,125.76,-0.034,159.571,80.413,5.806e-4,4.692e-5,24.239,-0.991,14.954,-5.621,-2.887e-4,6,28.274,-15.924,-179.991,2.055,14.883,1011.141,0.003
1.207,17.167,68.071,89.988,-0.035,159.526,80.368,5.805e-4,4.691e-5,24.239,-0.991,14.947,-5.547,8.962e-5,6,28.274,-15.654,-179.991,2.052,14.883,1011.138,0.003
1.209,17.226,66.994,54.5,-0.038,159.481,80.323,5.805e-4,4.691e-5,24.238,-0.992,14.944,-5.483,2.098e-4,6,28.274,-15.474,-179.991,2.049,14.883,1011.134,0.003
1.212,17.288,66.01,19.211,-0.038,159.436,80.278,5.804e-4,4.69e-5,24.238,-0.992,14.94,-5.429,-5.17e-5,6,28.274,-15.381,-179.991,2.046,14.883,1011.13,0.003
1.214,17.354,65.12,-15.964,-0.04,159.392,80.234,5.803e-4,4.69e-5,24.237,-0.992,14.936,-5.386,-2.695e-4,6,28.274,-15.377,-179.991,2.043,14.882,1011.127,0.003
1.217,17.423,64.322,-51.079,-0.04,159.347,80.189,5.802e-4,4.689e-5,24.236,-0.992,14.933,-5.343,-2.709e-4,6,28.274,-15.461,-179.991,2.04,14.882,1011.123,0.003
1.219,17.494,63.618,-86.136,-0.038,159.302,80.144,5.802e-4,4.689e-5,24.236,-0.992,14.929,-5.3,-2.13e-4,6,28.274,-15.633,-179.991,2.037,14.882,1011.12,0.003
1.222,17.568,63.006,-121.154,-0.04,159.257,80.099,5.801e-4,4.689e-5,24.235,-0.992,14.925,-5.258,-8.954e-5,6,28.274,-15.892,-179.992,2.034,14.882,1011.116,0.003
1.224,17.644,62.486,-156.148,-0.035,159.213,80.055,5.8e-4,4.688e-5,24.235,-0.991,14.921,-5.216,4.325e-4,6,28.274,-16.238,-179.992,2.03,14.882,1011.113,0.003
1.227,17.722,62.057,-191.114,-0.035,159.168,80.01,5.8e-4,4.688e-5,24.234,-0.99,14.918,-5.176,1.92e-4,6,28.274,-16.673,-179.992,2.027,14.881,1011.109,0.003
1.229,17.801,61.72,-226.08,-0.033,159.123,79.965,5.799e-4,4.687e-5,24.233,-0.99,14.914,-5.136,3.276e-4,6,28.274,-17.194,-179.992,2.024,14.881,1011.106,0.003
1.232,17.88,61.474,-261.057,-0.039,159.079,79.921,5.798e-4,4.687e-5,24.233,-0.988,14.91,-5.098,-4.665e-4,6,28.274,-17.803,-179.992,2.021,14.881,1011.103,0.003
1.234,17.959,61.317,-296.045,-0.034,159.034,79.876,5.798e-4,4.686e-5,24.232,-0.987,14.907,-5.062,-1.256e-4,6,28.274,-18.499,-179.992,2.018,14.881,1011.099,0.003
1.237,18.039,61.251,-331.069,-0.031,158.989,79.831,5.797e-4,4.686e-5,24.232,-0.986,14.903,-5.027,-4.91e-4,6,28.274,-19.283,-179.992,2.015,14.881,1011.096,0.003
1.239,18.118,61.274,-366.129,-0.031,158.944,79.786,5.796e-4,4.685e-5,24.231,-0.984,14.899,-4.995,-8.319e-5,6,28.274,-20.155,-179.992,2.012,14.88,1011.093,0.003
1.242,18.196,61.386,-401.241,-0.029,158.9,79.742,5.795e-4,4.685e-5,24.231,-0.982,14.896,-4.964,4.787e-4,6,28.274,-21.114,-179.992,2.009,14.88,1011.09,0.003
1.244,18.273,61.587,-436.408,-0.033,158.855,79.697,5.795e-4,4.684e-5,24.23,-0.981,14.892,-4.935,-4.926e-4,6,28.274,-22.161,-179.992,2.006,14.88,1011.086,0.003
1.247,18.349,61.876,-471.641,-0.031,158.81,79.652,5.794e-4,4.684e-5,24.229,-0.979,14.888,-4.907,7.591e-5,6,28.274,-23.296,-179.992,2.003,14.88,1011.083,0.003
1.249,18.422,62.252,-506.944,-0.029,158.766,79.608,5.793e-4,4.683e-5,24.229,-0.977,14.885,-4.881,2.411e-4,6,28.274,-24.519,-179.992,2,14.88,1011.08,0.003
1.252,18.493,62.727,-542.303,-0.028,158.721,79.563,5.793e-4,4.683e-5,24.228,-0.975,14.881,-4.856,-4.887e-4,6,28.274,-25.831,-179.992,2.002,14.88,1011.077,0.003
1.254,18.562,63.292,-577.684,-0.025,158.676,79.518,5.792e-4,4.682e-5,24.228,-0.972,14.877,-4.83,-3.457e-4,6,28.274,-27.231,-179.992,2.006,14.879,1011.074,0.003
1.257,18.627,63.944,-613.094,-0.029,158.631,79.473,5.791e-4,4.682e-5,24.227,-0.97,14.874,-4.805,1.935e-4,6,28.274,-28.719,-179.992,2.01,14.879,1011.072,0.003
1.259,18.688,64.682,-648.502,-0.027,158.587,79.429,5.791e-4,4.682e-5,24.226,-0.968,14.87,-4.779,1.913e-4,6,28.274,-30.296,-179.992,2.014,14.879,1011.069,0.003
1.262,18.746,65.505,-683.892,-0.028,158.542,79.384,5.79e-4,4.681e-5,24.226,-0.966,14.866,-4.748,1.653e-4,6,28.274,-31.962,-179.992,2.018,14.879,1011.066,0.003
1.264,18.8,66.414,-719.151,-0.027,158.497,79.339,5.789e-4,4.681e-5,24.225,-0.965,14.863,-4.706,2.368e-4,6,28.274,-33.716,-179.992,2.022,14.879,1011.063,0.003
1.267,18.849,67.408,-754.25,-0.03,158.453,79.295,5.789e-4,4.68e-5,24.225,-0.964,14.859,-4.666,-1.424e-4,6,28.274,-35.557,-179.993,2.026,14.879,1011.06,0.003
1.269,18.893,68.486,-789.147,-0.03,158.408,79.25,5.788e-4,4.68e-5,24.224,-0.962,14.855,-4.622,-2.853e-4,6,28.274,-37.487,-179.993,2.03,14.879,1011.058,0.003
1.272,18.932,69.647,-823.821,-0.028,158.363,79.205,5.787e-4,4.679e-5,24.224,-0.961,14.852,-4.577,-3.416e-4,6,28.274,-39.503,-179.993,2.034,14.878,1011.055,0.003
1.274,18.965,70.892,-858.212,-0.03,158.318,79.16,5.786e-4,4.679e-5,24.223,-0.959,14.848,-4.528,-2.465e-4,6,28.274,-41.605,-179.993,2.039,14.878,1011.053,0.003
1.277,18.992,72.219,-892.275,-0.025,158.274,79.116,5.786e-4,4.678e-5,24.222,-0.958,14.844,-4.475,-2.008e-4,6,28.274,-43.794,-179.993,2.043,14.878,1011.05,0.003
1.279,19.013,73.628,-925.952,-0.029,158.229,79.071,5.785e-4,4.678e-5,24.222,-0.956,14.841,-4.417,-8.212e-5,6,28.274,-46.066,-179.993,2.047,14.878,1011.048,0.003
1.282,19.027,75.117,-959.175,-0.03,158.184,79.026,5.784e-4,4.677e-5,24.221,-0.955,14.837,-4.353,5.732e-5,6,28.274,-48.423,-179.993,2.051,14.878,1011.046,0.003
1.284,19.034,76.687,-991.87,-0.027,158.14,78.982,5.784e-4,4.677e-5,24.221,-0.954,14.833,-4.281,-4.929e-4,6,28.274,-50.862,-179.993,2.055,14.878,1011.044,0.003
1.287,19.033,78.335,-1023.953,-0.029,158.095,78.937,5.783e-4,4.676e-5,24.22,-0.952,14.829,-4.202,-2.255e-4,6,28.274,-53.382,-179.993,2.059,14.878,1011.041,0.003
1.289,19.026,80.062,-1055.332,-0.026,158.05,78.892,5.782e-4,4.676e-5,24.219,-0.951,14.826,-4.114,4.192e-4,6,28.274,-55.981,-179.993,2.063,14.877,1011.039,0.003
1.292,19.01,81.864,-1085.908,-0.026,158.005,78.847,5.781e-4,4.675e-5,24.219,-0.95,14.822,-4.015,-3.074e-4,6,28.274,-58.658,-179.993,2.067,14.877,1011.037,0.003
1.294,18.986,83.742,-1115.581,-0.028,157.961,78.803,5.781e-4,4.675e-5,24.218,-0.949,14.818,-3.905,8.21e-5,6,28.274,-61.41,-179.993,2.071,14.877,1011.035,0.003
1.297,18.955,85.693,-1144.244,-0.023,157.916,78.758,5.78e-4,4.674e-5,24.218,-0.949,14.815,-3.779,1.048e-4,6,28.274,-64.235,-179.993,2.075,14.877,1011.033,0.003
1.299,18.915,87.716,-1171.677,-0.024,157.871,78.713,5.779e-4,4.674e-5,24.217,-0.95,14.811,-3.621,-4.892e-5,6,28.274,-67.13,-179.994,2.079,14.877,1011.032,0.003
1.302,18.867,89.802,-1197.722,-0.026,157.827,78.669,5.779e-4,4.674e-5,24.217,-0.951,14.807,-3.449,-1.761e-4,6,28.274,-70.092,-179.994,2.079,14.877,1011.03,0.003
1.304,18.811,91.953,-1222.286,-0.023,157.782,78.624,5.778e-4,4.673e-5,24.216,-0.952,14.804,-3.263,7.227e-5,6,28.274,-73.117,-179.994,2.077,14.877,1011.028,0.003
1.307,18.747,94.167,-1245.24,-0.02,157.737,78.579,5.777e-4,4.673e-5,24.215,-0.954,14.8,-3.06,4.666e-4,6,28.274,-76.202,180,2.075,14.877,1011.027,0.003
1.309,18.675,96.441,-1266.47,-0.021,157.692,78.534,5.777e-4,4.672e-5,24.215,-0.956,14.796,-2.84,2.13e-4,6,28.274,-79.342,180,2.072,14.877,1011.025,0.003
1.312,18.595,98.771,-1285.864,-0.02,157.648,78.49,5.776e-4,4.672e-5,24.214,-0.959,14.793,-2.603,-4.454e-4,6,28.274,-82.533,180,2.07,14.877,1011.024,0.003
1.314,18.506,101.154,-1303.332,-0.02,157.603,78.445,5.775e-4,4.671e-5,24.214,-0.962,14.789,-2.351,5.815e-5,6,28.274,-85.77,180,2.068,14.877,1011.023,0.003
1.317,18.411,103.586,-1318.782,-0.021,157.558,78.4,5.774e-4,4.671e-5,24.213,-0.966,14.785,-2.083,-6.827e-5,6,28.274,-89.048,179.981,2.066,14.876,1011.021,0.003
1.319,18.307,106.061,-1332.154,-0.019,157.514,78.356,5.774e-4,4.67e-5,24.212,-0.97,14.782,-1.803,-2.651e-5,6,28.274,-87.638,0.018,2.064,14.876,1011.02,0.003
1.322,18.196,108.576,-1343.395,-0.018,157.469,78.311,5.773e-4,4.67e-5,24.212,-0.975,14.778,-1.509,-2.533e-6,6,28.274,-84.293,0.012,2.062,14.876,1011.019,0.003
1.324,18.077,111.125,-1352.479,-0.022,157.424,78.266,5.772e-4,4.669e-5,24.211,-0.981,14.774,-1.205,-1.653e-4,6,28.274,-80.923,0.01,2.059,14.876,1011.018,0.003
1.327,17.952,113.704,-1359.395,-0.022,157.379,78.221,5.772e-4,4.669e-5,24.211,-0.987,14.771,-0.892,2.573e-4,6,28.274,-77.532,0.009,2.057,14.876,1011.017,0.003
1.329,17.819,116.309,-1364.146,-0.021,157.335,78.177,5.771e-4,4.668e-5,24.21,-0.994,14.767,-0.573,4.232e-4,6,28.274,-74.128,0.009,2.055,14.876,1011.016,0.003
1.332,17.679,118.934,-1366.765,-0.025,157.29,78.132,5.77e-4,4.668e-5,24.209,-1.002,14.763,-0.248,-3.109e-4,6,28.274,-70.714,0.009,2.053,14.876,1011.015,0.003
1.334,17.533,121.575,-1367.3,-0.023,157.245,78.087,5.77e-4,4.667e-5,24.209,-1.011,14.76,0.079,-1.113e-4,6,28.274,-67.296,0.008,2.051,14.876,1011.015,0.003
1.337,17.38,124.228,-1365.815,-0.023,157.201,78.043,5.769e-4,4.667e-5,24.208,-1.021,14.756,0.407,4.258e-4,6,28.274,-63.879,0.008,2.049,14.876,1011.014,0.003
1.339,17.221,126.889,-1362.389,-0.022,157.156,77.998,5.768e-4,4.666e-5,24.208,-1.032,14.752,0.734,-2.228e-4,6,28.274,-60.468,0.008,2.046,14.876,1011.013,0.003
1.342,17.056,129.554,-1357.125,-0.025,157.111,77.953,5.767e-4,4.666e-5,24.207,-1.043,14.748,1.058,2.552e-4,6,28.274,-57.068,0.008,2.044,14.876,1011.013,0.003
1.344,16.884,132.219,-1350.121,-0.027,157.066,77.908,5.767e-4,4.666e-5,24.206,-1.056,14.745,1.378,1.265e-4,6,28.274,-53.684,0.008,2.042,14.876,1011.012,0.003
1.347,16.707,134.881,-1341.505,-0.026,157.022,77.864,5.766e-4,4.665e-5,24.206,-1.07,14.741,1.691,4.351e-4,6,28.274,-50.319,0.008,2.04,14.876,1011.012,0.003
1.349,16.524,137.538,-1331.393,-0.029,156.977,77.819,5.765e-4,4.665e-5,24.205,-1.085,14.737,1.997,1.273e-4,6,28.274,-46.978,0.008,2.038,14.876,1011.012,0.003
1.352,16.336,140.188,-1319.921,-0.028,156.932,77.774,5.765e-4,4.664e-5,24.205,-1.102,14.734,2.298,3.258e-4,6,28.274,-43.663,0.008,2.038,14.876,1011.011,0.003
1.354,16.142,142.828,-1307.209,-0.034,156.888,77.73,5.764e-4,4.664e-5,24.204,-1.12,14.73,2.591,-1.488e-4,6,28.274,-40.379,0.008,2.04,14.876,1011.011,0.003
1.357,15.943,145.456,-1293.395,-0.032,156.843,77.685,5.763e-4,4.663e-5,24.203,-1.14,14.726,2.874,3.384e-4,6,28.274,-37.128,0.008,2.042,14.876,1011.011,0.003
1.359,15.74,148.071,-1278.611,-0.036,156.798,77.64,5.763e-4,4.663e-5,24.203,-1.161,14.723,3.147,-4.551e-4,6,28.274,-33.913,0.008,2.044,14.876,1011.011,0.003
1.362,15.532,150.674,-1263.761,-0.04,156.753,77.595,5.762e-4,4.662e-5,24.202,-1.183,14.719,2.887,-3.001e-4,6,28.274,-30.735,0.008,2.046,14.876,1011.011,0.003
1.364,15.32,153.269,-1251.619,-0.044,156.709,77.551,5.761e-4,4.662e-5,24.202,-1.207,14.715,2.451,-9.303e-6,6,28.274,-27.591,0.008,2.047,14.876,1011.01,0.003
1.367,15.104,155.865,-1241.569,-0.051,156.664,77.506,5.76e-4,4.661e-5,24.201,-1.233,14.712,2.051,-4.655e-4,6,28.274,-24.475,0.008,2.049,14.876,1011.01,0.003
1.369,14.884,158.467,-1233.496,-0.055,156.619,77.461,5.76e-4,4.661e-5,24.2,-1.261,14.708,1.687,4.336e-4,6,28.274,-21.382,0.008,2.051,14.876,1011.01,0.003
1.372,14.661,161.084,-1227.144,-0.064,156.575,77.417,5.759e-4,4.66e-5,24.2,-1.29,14.704,1.36,-2.39e-4,6,28.274,-18.306,0.008,2.053,14.876,1011.01,0.003
1.374,14.435,163.722,-1222.264,-0.071,156.53,77.372,5.758e-4,4.66e-5,24.199,-1.322,14.701,1.067,-4.252e-4,6,28.274,-15.245,0.008,2.055,14.876,1011.011,0.003
1.377,14.207,166.388,-1218.63,-0.088,156.485,77.327,5.758e-4,4.659e-5,24.199,-1.356,14.697,0.809,3.076e-4,6,28.274,-12.194,0.008,2.057,14.876,1011.011,0.003
1.379,13.977,169.085,-1216.036,-0.112,156.441,77.283,5.757e-4,4.659e-5,24.198,-1.391,14.693,0.584,1.313e-4,6,28.274,-9.151,0.008,2.059,14.876,1011.011,0.003
1.382,13.744,171.822,-1214.293,-0.15,156.396,77.238,5.756e-4,4.658e-5,24.197,-1.429,14.69,0.39,1.417e-4,6,28.274,-6.113,0.008,2.06,14.876,1011.011,0.003
1.384,13.511,174.601,-1213.231,-0.226,156.351,77.193,5.755e-4,4.658e-5,24.197,-1.469,14.686,0.227,4.628e-4,6,28.274,-3.079,0.008,2.062,14.876,1011.011,0.003
1.387,13.277,177.43,-1212.699,-0.479,156.306,77.148,5.755e-4,4.658e-5,24.196,-1.511,14.682,0.094,-3.825e-4,6,28.274,-0.047,0.008,2.064,14.876,1011.011,0.003
1.389,13.042,179.689,1212.565,-3.989,156.262,77.104,5.754e-4,4.657e-5,24.196,-1.546,14.679,-0.044,-2.367e-4,6,28.274,2.985,0.008,2.066,14.876,1011.011,0.003
1.392,12.808,176.75,1211.748,-0.387,156.217,77.059,5.753e-4,4.657e-5,24.195,-1.505,14.675,-0.483,-3.611e-4,6,28.274,6.016,0.008,2.068,14.876,1011.011,0.003
# Event APOGEE occurred at t=1.394 seconds
1.394,12.574,173.754,1209.648,-0.203,156.172,77.014,5.753e-4,4.656e-5,24.194,-1.471,14.671,-0.969,3.213e-4,6,28.274,9.043,0.008,2.07,14.876,1011.012,0.003
1.397,12.342,170.698,1206.228,-0.139,156.128,76.97,5.752e-4,4.656e-5,24.194,-1.442,14.667,-1.495,1.396e-4,6,28.274,12.063,0.008,2.072,14.876,1011.012,0.003
# Event TUMBLE occurred at t=1.399 seconds
1.399,12.112,167.583,1201.506,-0.105,156.083,76.925,5.751e-4,4.655e-5,24.193,-1.417,14.664,-2.057,3.444e-4,6,28.274,15.073,0.008,2.073,14.876,1011.012,0.003
1.4,10.038,NaN,NaN,NaN,156.083,76.925,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,2.073,14.876,1011.012,0.001
1.725,9.796,NaN,NaN,NaN,156.065,76.907,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,2.074,14.876,1011.012,0.324
2.075,10.583,NaN,NaN,NaN,150.241,71.083,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,2.053,14.88,1011.09,0.351
2.391,11.683,NaN,NaN,NaN,144.139,64.981,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,2.093,14.892,1011.301,0.315
2.649,12.642,NaN,NaN,NaN,138.767,59.609,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,2.075,14.908,1011.593,0.258
2.898,13.4,NaN,NaN,NaN,134.476,55.318,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,2.295,14.925,1011.893,0.249
3.133,14.084,NaN,NaN,NaN,130.432,51.274,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,2.319,14.943,1012.226,0.236
3.377,14.667,NaN,NaN,NaN,126.634,47.476,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,2.258,14.963,1012.574,0.244
# Event BURNOUT occurred at t=3.45 seconds
# Event GROUND_HIT occurred at t=3.551 seconds
# Event SIMULATION_END occurred at t=3.551 seconds
# Event EJECTION_CHARGE occurred at t=3.551 seconds
3.551,14.937,NaN,NaN,NaN,122.753,43.595,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,2.336,14.984,1012.961,0.174
